1, -10.0, -16.263600970906918
2, -9.97997997997998, -15.68618110791142
3, -9.95995995995996, -15.107507824669536
4, -9.93993993993994, -14.527828610714192
5, -9.91991991991992, -13.947389025142579
6, -9.8998998998999, -13.366432618254795
7, -9.87987987987988, -12.7852008547608
8, -9.85985985985986, -12.203933038568929
9, -9.83983983983984, -11.62286623916915
10, -9.81981981981982, -11.042235219622972
11, -9.7997997997998, -10.462272366171367
12, -9.77977977977978, -9.883207619471394
13, -9.75975975975976, -9.305268407471376
14, -9.73973973973974, -8.728679579933702
15, -9.71971971971972, -8.15366334461362
16, -9.6996996996997, -7.580439205101846
17, -9.67967967967968, -7.009223900337671
18, -9.65965965965966, -6.440231345799037
19, -9.63963963963964, -5.8736725763748865
20, -9.61961961961962, -5.309755690924672
21, -9.5995995995996, -4.74868579852915
22, -9.57957957957958, -4.19066496643574
23, -9.55955955955956, -3.6358921697012456
24, -9.53953953953954, -3.084563242534
25, -9.51951951951952, -2.536870831336629
26, -9.4994994994995, -1.9930043494502532
27, -9.47947947947948, -1.45314993360011
28, -9.45945945945946, -0.9174904020419086
29, -9.43943943943944, -0.3862052144076963
30, -9.41941941941942, -0.14052956675073103
31, -9.3993993993994, -0.6625413127234101
32, -9.37937937937938, -1.179660863711973
33, -9.35935935935936, -1.691722562211381
34, -9.33933933933934, -2.1985642847080427
35, -9.31931931931932, -2.700027471699307
36, -9.2992992992993, -3.195957156039936
37, -9.27927927927928, -3.6862019896217135
38, -9.25925925925926, -4.170614268392984
39, -9.23923923923924, -4.649049955725346
40, -9.21921921921922, -5.1213687041355005
41, -9.1991991991992, -5.5874338753704915
42, -9.17917917917918, -6.047112558865494
43, -9.15915915915916, -6.500275588583411
44, -9.13913913913914, -6.94679755824651
45, -9.11911911911912, -7.386556834970338
46, -9.0990990990991, -7.819435571311168
47, -9.07907907907908, -8.245319715738304
48, -9.05905905905906, -8.66409902154328
49, -9.03903903903904, -9.075667054198362
50, -9.01901901901902, -9.479921197177358
51, -8.998998998999, -9.876762656251842
52, -8.97897897897898, -10.266096462276904
53, -8.95895895895896, -10.647831472480366
54, -8.93893893893894, -11.021880370270301
55, -8.91891891891892, -11.38815966357573
56, -8.8988988988989, -11.746589681736058
57, -8.87887887887888, -12.097094570955086
58, -8.85885885885886, -12.439602288335763
59, -8.83883883883884, -12.774044594512215
60, -8.81881881881882, -13.100357044896112
61, -8.7987987987988, -13.418478979554529
62, -8.77877877877878, -13.728353511737058
63, -8.75875875875876, -14.029927515069945
